transaction_id,customer_id,transaction_date,amount,transaction_type,payment_method,payment_status,failure_reason,customer_age,customer_tenure_years,previous_successful_payments,previous_failed_payments,customer_lifetime_value,subscription_status,cart_value,time_since_failure_hours,recovery_attempts,contact_allowed,revenue_at_risk,predicted_probability,predicted_probability_percentage,recommended_action,simulated_recovered,simulated_recovered_revenue,action_success_probability
T018700,C11925,2025-12-10 01:53:32.227496,6940.57,payment,Debit Card,failed,insufficient_funds,40,3.09,17,0,32669.87,not_applicable,0.0,46,1,True,6940.57,0.5439345820001616,54.39345820001616,ESCALATE,False,0.0,0.276360749200097
T031447,C11743,2025-12-10 02:14:32.227496,7451.93,payment,Credit Card,failed,authentication_failed,54,2.2,10,1,36799.43,not_applicable,0.0,28,1,True,7451.93,0.5082585862324871,50.825858623248706,ALTERNATIVE_PAYMENT,True,7451.93,0.5328456569208627
T030989,C17479,2025-12-10 02:34:32.227496,712.57,payment,Net Banking,failed,card_expired,41,2.95,10,1,18328.13,not_applicable,0.0,14,1,True,712.57,0.39780364703444826,39.780364703444825,ALTERNATIVE_PAYMENT,False,0.0,0.4279134646827259
T034834,C11264,2025-12-10 02:47:32.227496,1098.6,payment,UPI,failed,bank_declined,42,1.0,4,1,7599.89,not_applicable,0.0,31,0,True,1098.6,0.3546346692023982,35.463466920239824,RETRY,False,0.0,0.3191712022821584
T045197,C14446,2025-12-10 03:28:32.227496,1065.25,payment,UPI,failed,network_error,28,4.61,19,2,25334.91,not_applicable,0.0,60,0,True,1065.25,0.8470722160526158,84.70722160526158,RETRY,True,1065.25,0.8623649944473543
T028175,C14541,2025-12-10 03:33:32.227496,1821.79,checkout,Net Banking,abandoned,checkout_abandoned,47,1.27,8,1,19078.53,not_applicable,2153.3,19,1,True,1821.79,0.41097036217352595,41.097036217352596,ESCALATE,False,0.0,0.19658221730411557
T033798,C18279,2025-12-10 04:55:32.227496,1091.03,payment,Net Banking,failed,insufficient_funds,28,3.81,18,5,13601.76,not_applicable,0.0,14,0,True,1091.03,0.5603322033788365,56.03322033788365,ESCALATE,True,1091.03,0.3361993220273019
T007885,C15073,2025-12-10 05:00:32.227496,2485.45,payment,Wallet,failed,bank_declined,33,2.45,8,0,11745.49,not_applicable,0.0,43,0,True,2485.45,0.5344280848247781,53.44280848247781,RETRY,True,2485.45,0.4809852763423003
T028940,C17182,2025-12-10 06:37:32.227496,5871.81,subscription,UPI,failed,insufficient_funds,47,4.32,23,1,84254.8,renewal_failed,0.0,13,0,False,5871.81,0.80051011393808,80.051011393808,DO_NOT_CONTACT,False,0.0,0.0
T025006,C18843,2025-12-10 06:49:32.227496,1619.28,payment,Net Banking,abandoned,checkout_abandoned,50,0.81,5,0,11006.76,not_applicable,0.0,27,0,True,1619.28,0.3227307768197746,32.273077681977455,ESCALATE,False,0.0,0.19363846609186475
T018334,C15475,2025-12-10 06:51:32.227496,484.86,payment,UPI,failed,card_expired,24,0.38,3,1,9827.9,not_applicable,0.0,70,3,True,484.86,0.1175529377197985,11.755293771979849,ESCALATE,False,0.0,0.0
T020605,C11057,2025-12-10 07:28:32.227496,7311.75,subscription,Net Banking,failed,insufficient_funds,48,3.41,13,4,44632.94,renewal_failed,0.0,58,1,True,7311.75,0.30604716020857226,30.604716020857225,ESCALATE,False,0.0,0.13362829612514332
T001095,C10308,2025-12-10 09:26:32.227496,1922.7,checkout,Debit Card,failed,bank_declined,19,1.01,3,0,11413.77,not_applicable,2166.17,69,3,True,1922.7,0.27031769187122895,27.031769187122894,ESCALATE,False,0.0,0.012190615122737336
T039845,C12873,2025-12-10 12:05:32.227496,844.04,payment,Credit Card,failed,insufficient_funds,56,4.34,13,0,47806.74,not_applicable,0.0,46,3,True,844.04,0.5461730837377403,54.61730837377403,ESCALATE,True,844.04,0.17770385024264418
T034754,C12708,2025-12-10 14:22:32.227496,518.44,payment,UPI,abandoned,checkout_abandoned,55,1.24,2,3,5064.34,not_applicable,0.0,6,0,False,518.44,0.2487432899592748,24.87432899592748,DO_NOT_CONTACT,False,0.0,0.0
T014121,C13891,2025-12-10 15:11:32.227496,820.19,payment,UPI,abandoned,checkout_abandoned,41,3.8,11,2,18117.19,not_applicable,0.0,13,0,True,820.19,0.615350721999756,61.5350721999756,REMINDER,True,820.19,0.6230481136997926
T010991,C14152,2025-12-10 15:43:32.227496,1613.56,payment,Debit Card,abandoned,checkout_abandoned,42,1.94,5,0,11125.61,not_applicable,0.0,55,0,True,1613.56,0.3065632460136434,30.65632460136434,ESCALATE,False,0.0,0.18393794760818602
T032079,C11824,2025-12-10 16:12:32.227496,622.93,subscription,Wallet,failed,insufficient_funds,24,2.4,9,3,10488.44,renewal_failed,0.0,41,2,True,622.93,0.2698424207376294,26.98424207376294,ESCALATE,False,0.0,0.06190545244257761
T012833,C13383,2025-12-10 19:17:32.227496,14376.31,payment,Wallet,failed,bank_declined,57,4.47,20,0,43478.99,not_applicable,0.0,54,3,True,14376.31,0.8260610780038549,82.60610780038549,ESCALATE,False,0.0,0.3456366468023129
T014956,C18029,2025-12-10 22:35:32.227496,606.13,subscription,Net Banking,failed,card_expired,40,4.02,16,2,52603.6,renewal_failed,0.0,9,1,False,606.13,0.591855914957414,59.1855914957414,DO_NOT_CONTACT,False,0.0,0.0
T007331,C12329,2025-12-11 00:35:32.227496,2987.94,payment,UPI,failed,authentication_failed,60,1.84,10,3,7729.09,not_applicable,0.0,16,1,True,2987.94,0.4435691993248115,44.35691993248115,ALTERNATIVE_PAYMENT,False,0.0,0.47139073935857095
T027325,C15004,2025-12-11 00:49:32.227496,1930.57,payment,UPI,failed,insufficient_funds,28,1.51,2,2,1415.77,not_applicable,0.0,64,1,True,1930.57,0.11944899335253296,11.944899335253297,ESCALATE,False,0.0,0.02166939601151978
T018963,C10117,2025-12-11 01:15:32.227496,696.55,checkout,UPI,failed,authentication_failed,24,1.82,9,1,12947.38,not_applicable,1038.59,35,3,True,696.55,0.4726919101554026,47.26919101554026,ESCALATE,False,0.0,0.1336151460932415
T045243,C11316,2025-12-11 04:12:32.227496,4332.56,payment,Credit Card,failed,network_error,34,4.63,18,2,52495.59,not_applicable,0.0,19,1,True,4332.56,0.8814519872095697,88.14519872095697,RETRY,True,4332.56,0.8433067884886127
T015441,C19607,2025-12-11 05:16:32.227496,2648.8,payment,Credit Card,failed,card_expired,50,0.52,7,0,19981.49,not_applicable,0.0,17,2,True,2648.8,0.26684997739352023,26.684997739352024,ESCALATE,False,0.0,0.06010998643611212
T016382,C16042,2025-12-11 05:33:32.227496,1205.43,subscription,Credit Card,failed,limit_exceeded,34,0.47,4,2,6650.84,renewal_failed,0.0,26,0,True,1205.43,0.20968912852162677,20.968912852162678,ESCALATE,False,0.0,0.12581347711297605
T042882,C18097,2025-12-11 08:05:32.227496,1273.17,payment,Wallet,failed,bank_declined,37,1.66,11,1,30714.51,not_applicable,0.0,44,3,False,1273.17,0.5644393497502815,56.44393497502816,DO_NOT_CONTACT,False,0.0,0.0
T037929,C16511,2025-12-11 08:52:32.227496,1796.22,payment,Debit Card,failed,network_error,51,3.02,9,1,33921.15,not_applicable,0.0,23,0,True,1796.22,0.637672754588988,63.767275458898794,RETRY,False,0.0,0.6739054791300891
T029269,C19432,2025-12-11 09:35:32.227496,2632.66,payment,Net Banking,abandoned,checkout_abandoned,57,1.74,6,0,23642.6,not_applicable,0.0,1,0,True,2632.66,0.4379700739439264,43.79700739439264,ESCALATE,True,2632.66,0.2627820443663558
T041792,C19378,2025-12-11 10:33:32.227496,7373.64,payment,Debit Card,abandoned,checkout_abandoned,26,3.52,7,3,20566.47,not_applicable,0.0,65,3,True,7373.64,0.3183772760655864,31.83772760655864,ESCALATE,False,0.0,0.04102636563935183
T000867,C10792,2025-12-11 12:15:32.227496,3894.09,payment,Wallet,failed,bank_declined,51,2.45,9,0,21961.13,not_applicable,0.0,30,0,True,3894.09,0.5762436189724699,57.62436189724699,RETRY,True,3894.09,0.5186192570752229
T014812,C11101,2025-12-11 15:56:32.227496,7709.15,payment,Debit Card,failed,authentication_failed,43,3.65,23,0,57511.68,not_applicable,0.0,33,2,True,7709.15,0.8475575860618887,84.75575860618886,ALTERNATIVE_PAYMENT,True,7709.15,0.8051797067587942
T046559,C19226,2025-12-11 17:43:32.227496,721.13,payment,Net Banking,failed,bank_declined,50,1.19,6,1,5510.98,not_applicable,0.0,23,0,True,721.13,0.4075137617463031,40.75137617463031,RETRY,False,0.0,0.3667623855716728
T018538,C13858,2025-12-11 21:44:32.227496,567.3,payment,Credit Card,failed,network_error,47,1.05,3,1,4592.06,not_applicable,0.0,12,0,True,567.3,0.4472487651529529,44.72487651529529,ALTERNATIVE_PAYMENT,False,0.0,0.42488632689530526
T023923,C10073,2025-12-11 22:00:32.227496,1142.78,checkout,UPI,abandoned,checkout_abandoned,47,1.88,7,1,9209.7,not_applicable,1262.27,1,1,True,1142.78,0.46687170329989824,46.687170329989826,ESCALATE,False,0.0,0.23012302197993895
T039138,C14583,2025-12-11 22:08:32.227496,2544.36,payment,Wallet,failed,insufficient_funds,57,2.49,9,2,11894.7,not_applicable,0.0,64,1,False,2544.36,0.24618251833442392,24.618251833442393,DO_NOT_CONTACT,False,0.0,0.0
T017048,C14960,2025-12-11 23:06:32.227496,5455.77,payment,Wallet,failed,bank_declined,39,2.76,8,1,22806.85,not_applicable,0.0,17,0,True,5455.77,0.5664230207505787,56.64230207505787,RETRY,True,5455.77,0.5097807186755209
T044051,C14813,2025-12-12 01:45:32.227496,533.63,subscription,Credit Card,abandoned,checkout_abandoned,34,3.12,11,1,34067.08,cancelled,0.0,48,1,True,533.63,0.5990981722180795,59.90981722180795,ESCALATE,False,0.0,0.3094589033308477
T046474,C16307,2025-12-12 02:03:32.227496,1904.97,subscription,Credit Card,abandoned,checkout_abandoned,19,3.92,13,1,30068.5,cancelled,0.0,46,0,True,1904.97,0.6905541745424126,69.05541745424127,REMINDER,True,1904.97,0.6869710483610507
T017395,C13369,2025-12-12 02:54:32.227496,1605.13,payment,Wallet,failed,network_error,38,0.97,6,1,14614.91,not_applicable,0.0,28,0,True,1605.13,0.4923951907346412,49.23951907346412,ALTERNATIVE_PAYMENT,True,1605.13,0.46777543119790915
T022687,C15587,2025-12-12 03:13:32.227496,534.52,payment,Credit Card,abandoned,checkout_abandoned,19,3.53,9,0,27917.24,not_applicable,0.0,24,0,True,534.52,0.6181553094170296,61.81553094170296,REMINDER,True,534.52,0.625432013004475
T034585,C10154,2025-12-12 03:40:32.227496,520.76,subscription,Credit Card,failed,limit_exceeded,22,4.21,15,2,56581.96,renewal_failed,0.0,58,0,True,520.76,0.6063299289764252,60.632992897642524,ALTERNATIVE_PAYMENT,True,520.76,0.6760134325276039
T022245,C15296,2025-12-12 05:36:32.227496,759.51,subscription,Credit Card,abandoned,checkout_abandoned,53,1.67,8,0,20810.1,active,0.0,6,0,True,759.51,0.5856917766275982,58.56917766275982,ESCALATE,True,759.51,0.3514150659765589
T004782,C12376,2025-12-12 08:37:32.227496,4124.57,payment,Credit Card,failed,limit_exceeded,40,1.47,8,3,25193.53,not_applicable,0.0,43,3,True,4124.57,0.28697383011825933,28.697383011825934,ESCALATE,False,0.0,0.022184298070955566
T015197,C13249,2025-12-12 11:52:32.227496,2531.0,payment,Debit Card,failed,bank_declined,39,3.96,9,1,30379.03,not_applicable,0.0,1,0,True,2531.0,0.6568439303528852,65.68439303528852,ALTERNATIVE_PAYMENT,True,2531.0,0.7240017338352409
T018845,C19332,2025-12-12 11:53:32.227496,652.77,subscription,Credit Card,failed,insufficient_funds,32,1.06,5,1,18131.44,renewal_failed,0.0,49,3,True,652.77,0.1849253430830948,18.49253430830948,ESCALATE,False,0.0,0.0
T038552,C17737,2025-12-12 13:59:32.227496,2213.56,payment,Wallet,failed,bank_declined,23,2.34,10,3,35817.53,not_applicable,0.0,6,0,True,2213.56,0.6014207360637108,60.142073606371085,ALTERNATIVE_PAYMENT,True,2213.56,0.6713496992605252
T045957,C15055,2025-12-12 14:38:32.227496,5978.06,payment,Net Banking,failed,network_error,60,2.9,11,2,28009.35,not_applicable,0.0,45,0,True,5978.06,0.6007246041991552,60.072460419915515,RETRY,False,0.0,0.6406521437792396
T043804,C13832,2025-12-12 15:07:32.227496,2998.4,subscription,Debit Card,failed,card_expired,18,1.68,6,1,22359.36,renewal_failed,0.0,7,1,True,2998.4,0.25021699779134676,25.021699779134675,ESCALATE,False,0.0,0.10013019867480806
T011854,C19369,2025-12-12 15:49:32.227496,1853.46,checkout,Debit Card,failed,insufficient_funds,19,0.62,4,0,9687.95,not_applicable,2478.47,13,1,True,1853.46,0.20692839192392273,20.692839192392274,ESCALATE,False,0.0,0.07415703515435364
T023246,C12903,2025-12-12 16:02:32.227496,1045.88,payment,Credit Card,failed,bank_declined,42,0.22,3,2,10856.57,not_applicable,0.0,69,1,True,1045.88,0.22446693848657853,22.446693848657855,ESCALATE,False,0.0,0.0846801630919471
T020843,C14219,2025-12-12 17:24:32.227496,1024.53,subscription,Wallet,abandoned,checkout_abandoned,41,4.85,20,2,36884.81,active,0.0,12,0,True,1024.53,0.8794109198245458,87.94109198245458,REMINDER,True,1024.53,0.8474992818508639
T008142,C12220,2025-12-12 18:37:32.227496,572.19,payment,Credit Card,failed,limit_exceeded,47,4.66,20,0,23563.98,not_applicable,0.0,50,0,True,572.19,0.7843888423285399,78.438884232854,ALTERNATIVE_PAYMENT,False,0.0,0.8451694002121128
T024999,C19851,2025-12-12 19:14:32.227496,2083.31,subscription,Credit Card,abandoned,checkout_abandoned,60,2.04,8,0,19357.26,cancelled,0.0,33,2,True,2083.31,0.49632697530768854,49.63269753076885,ESCALATE,False,0.0,0.1977961851846131
T043646,C18427,2025-12-12 21:07:32.227496,847.49,subscription,Wallet,failed,insufficient_funds,30,0.78,5,1,14404.34,renewal_failed,0.0,54,0,False,847.49,0.16541732158406,16.541732158406,DO_NOT_CONTACT,False,0.0,0.0
T025272,C14013,2025-12-12 21:15:32.227496,640.5,subscription,Net Banking,failed,network_error,42,2.77,8,2,20855.6,renewal_failed,0.0,5,0,True,640.5,0.6081488883460987,60.81488883460987,RETRY,False,0.0,0.6473339995114888
T036910,C18315,2025-12-12 22:59:32.227496,1474.12,subscription,Credit Card,failed,limit_exceeded,42,3.09,12,1,47557.92,renewal_failed,0.0,53,0,True,1474.12,0.4905698417881715,49.056984178817146,ALTERNATIVE_PAYMENT,True,1474.12,0.5660413496987629
T019437,C18254,2025-12-12 23:13:32.227496,3711.07,payment,Net Banking,failed,network_error,40,4.17,13,3,26850.17,not_applicable,0.0,64,0,True,3711.07,0.6602550909320056,66.02550909320057,RETRY,True,3711.07,0.694229581838805
T031810,C13536,2025-12-12 23:41:32.227496,1681.34,payment,Credit Card,abandoned,checkout_abandoned,24,4.62,16,2,49471.0,not_applicable,0.0,8,0,True,1681.34,0.7985771768199179,79.85771768199179,REMINDER,True,1681.34,0.7787906002969301
T017791,C12676,2025-12-13 00:44:32.227496,1081.4,payment,Credit Card,failed,bank_declined,53,3.65,15,2,46089.45,not_applicable,0.0,51,3,True,1081.4,0.709980310109153,70.9980310109153,ESCALATE,True,1081.4,0.27598818606549175
T021909,C13050,2025-12-13 01:28:32.227496,2020.75,payment,Wallet,failed,card_expired,42,3.91,10,2,30284.36,not_applicable,0.0,54,1,True,2020.75,0.34841735799688023,34.841735799688024,ALTERNATIVE_PAYMENT,False,0.0,0.38099649009703623
T049087,C18060,2025-12-13 02:46:32.227496,2440.76,payment,Wallet,failed,network_error,36,1.39,6,2,15226.4,not_applicable,0.0,41,2,True,2440.76,0.4522410718926211,45.22410718926211,ALTERNATIVE_PAYMENT,True,2440.76,0.32962901829798996
T038274,C19308,2025-12-13 03:26:32.227496,8910.43,payment,Wallet,abandoned,checkout_abandoned,57,3.47,14,1,20511.16,not_applicable,0.0,63,1,True,8910.43,0.5677790507590053,56.77790507590053,ESCALATE,False,0.0,0.29066743045540316
T032855,C10355,2025-12-13 04:35:32.227496,2831.8,payment,UPI,failed,bank_declined,56,3.64,13,3,43057.85,not_applicable,0.0,30,0,True,2831.8,0.6570404992763865,65.70404992763865,ALTERNATIVE_PAYMENT,False,0.0,0.7241884743125672
T015728,C16342,2025-12-13 05:37:32.227496,638.85,payment,Net Banking,failed,card_expired,46,0.37,2,1,3104.28,not_applicable,0.0,54,3,True,638.85,0.10378300239851493,10.378300239851493,ESCALATE,False,0.0,0.0
T009645,C17746,2025-12-13 06:41:32.227496,4875.58,payment,UPI,failed,authentication_failed,40,4.55,15,2,55478.42,not_applicable,0.0,3,0,True,4875.58,0.7649479357246076,76.49479357246076,ALTERNATIVE_PAYMENT,False,0.0,0.8267005389383771
T021042,C13865,2025-12-13 07:07:32.227496,2913.31,subscription,UPI,failed,insufficient_funds,19,3.78,14,1,39424.79,renewal_failed,0.0,54,0,True,2913.31,0.4906371080874202,49.06371080874202,ESCALATE,True,2913.31,0.2943822648524521
T020694,C14366,2025-12-13 07:50:32.227496,2326.06,subscription,Credit Card,failed,insufficient_funds,26,1.23,5,0,16693.6,renewal_failed,0.0,57,0,True,2326.06,0.19547984785187875,19.547984785187875,ESCALATE,True,2326.06,0.11728790871112724
T032991,C14583,2025-12-13 07:54:32.227496,1700.69,payment,Wallet,failed,authentication_failed,57,2.49,9,2,11894.7,not_applicable,0.0,45,0,True,1700.69,0.42095086345891647,42.095086345891644,ALTERNATIVE_PAYMENT,True,1700.69,0.4999033202859706
T034086,C14154,2025-12-13 08:03:32.227496,915.41,payment,Wallet,failed,insufficient_funds,25,2.45,7,2,16306.18,not_applicable,0.0,60,2,True,915.41,0.236001208665674,23.6001208665674,ESCALATE,False,0.0,0.04160072519940439
T041419,C10815,2025-12-13 08:05:32.227496,1474.16,payment,UPI,failed,limit_exceeded,59,4.22,11,2,14113.57,not_applicable,0.0,39,0,True,1474.16,0.4881953150801883,48.819531508018834,ALTERNATIVE_PAYMENT,True,1474.16,0.5637855493261789
T048930,C13945,2025-12-13 08:38:32.227496,6163.6,checkout,Credit Card,failed,network_error,24,2.4,14,0,14165.23,not_applicable,7869.14,34,1,True,6163.6,0.7497913223716364,74.97913223716364,RETRY,True,6163.6,0.7248121901344727
T034547,C18856,2025-12-13 09:12:32.227496,857.65,subscription,UPI,failed,bank_declined,20,3.4,8,3,9089.53,renewal_failed,0.0,5,0,True,857.65,0.5643014973711898,56.43014973711898,RETRY,False,0.0,0.5078713476340708
T022579,C12735,2025-12-13 09:13:32.227496,816.93,checkout,UPI,failed,insufficient_funds,43,3.55,10,1,20987.87,not_applicable,1010.89,5,0,True,816.93,0.4740928778503869,47.40928778503869,ESCALATE,False,0.0,0.2844557267102321
T008015,C10888,2025-12-13 14:36:32.227496,3392.56,payment,Debit Card,abandoned,checkout_abandoned,50,4.5,14,1,37027.12,not_applicable,0.0,21,0,True,3392.56,0.6946357441587097,69.46357441587097,REMINDER,True,3392.56,0.6904403825349031
T034675,C19960,2025-12-13 14:54:32.227496,2153.76,payment,Debit Card,abandoned,checkout_abandoned,57,4.82,22,2,85165.96,not_applicable,0.0,30,0,True,2153.76,0.8430045670269636,84.30045670269635,REMINDER,True,2153.76,0.816553881972919
T036775,C18461,2025-12-13 16:28:32.227496,2140.51,payment,UPI,abandoned,checkout_abandoned,25,3.45,9,2,17116.63,not_applicable,0.0,55,3,True,2140.51,0.4625786260282784,46.257862602827835,ESCALATE,False,0.0,0.127547175616967
T007400,C18219,2025-12-13 16:34:32.227496,971.76,payment,UPI,failed,authentication_failed,50,1.54,7,2,5341.9,not_applicable,0.0,52,1,True,971.76,0.3191775266347935,31.917752663479348,ALTERNATIVE_PAYMENT,True,971.76,0.3532186503030538
T015081,C12448,2025-12-13 17:14:32.227496,1280.97,payment,Debit Card,failed,authentication_failed,21,1.15,3,3,3154.71,not_applicable,0.0,72,2,True,1280.97,0.16750356960113783,16.750356960113784,ESCALATE,False,0.0,0.0005021417606826811
T043244,C16889,2025-12-13 17:17:32.227496,2264.62,payment,Wallet,abandoned,checkout_abandoned,41,2.95,11,4,43133.13,not_applicable,0.0,3,0,True,2264.62,0.5557986404954411,55.57986404954411,ESCALATE,False,0.0,0.3334791842972647
T005399,C19230,2025-12-13 18:06:32.227496,5940.04,checkout,Wallet,failed,authentication_failed,49,3.16,7,3,9976.45,not_applicable,6258.22,7,2,True,5940.04,0.42070200990933226,42.07020099093322,ALTERNATIVE_PAYMENT,False,0.0,0.3996669094138656
T003980,C18601,2025-12-13 18:07:32.227496,3010.37,payment,Net Banking,failed,network_error,32,1.86,11,1,18861.29,not_applicable,0.0,61,1,False,3010.37,0.579003032872519,57.900303287251894,DO_NOT_CONTACT,False,0.0,0.0
T036932,C10805,2025-12-13 18:59:32.227496,1700.21,payment,Net Banking,failed,bank_declined,27,1.14,5,2,13510.37,not_applicable,0.0,31,0,True,1700.21,0.35446591010570355,35.44659101057036,RETRY,False,0.0,0.3190193190951332
T018945,C12263,2025-12-13 19:10:32.227496,9344.12,payment,UPI,failed,insufficient_funds,44,4.65,18,1,46013.86,not_applicable,0.0,60,3,True,9344.12,0.6057227167397907,60.572271673979074,ESCALATE,False,0.0,0.2134336300438744
T034508,C15929,2025-12-13 19:19:32.227496,1489.85,payment,Debit Card,failed,insufficient_funds,51,1.6,5,3,16421.16,not_applicable,0.0,26,1,True,1489.85,0.16896266245460226,16.896266245460225,ESCALATE,False,0.0,0.051377597472761355
T009958,C15087,2025-12-13 19:20:32.227496,2865.16,payment,UPI,failed,limit_exceeded,46,4.46,11,1,20815.55,not_applicable,0.0,71,2,True,2865.16,0.4672486496331691,46.72486496331691,ALTERNATIVE_PAYMENT,False,0.0,0.44388621715151066
T030896,C10362,2025-12-13 19:41:32.227496,8337.88,subscription,UPI,abandoned,checkout_abandoned,49,2.94,12,2,16409.27,active,0.0,3,1,True,8337.88,0.6587117672771617,65.87117672771618,REMINDER,False,0.0,0.6099050021855874
T031031,C12636,2025-12-13 19:44:32.227496,358.55,payment,UPI,failed,network_error,28,1.08,5,1,15572.39,not_applicable,0.0,33,1,True,358.55,0.46946039174334236,46.94603917433424,ALTERNATIVE_PAYMENT,False,0.0,0.39598737215617524
T017147,C12012,2025-12-13 22:59:32.227496,8650.0,payment,UPI,failed,authentication_failed,55,0.35,2,1,2876.26,not_applicable,0.0,2,3,True,8650.0,0.2503008307618368,25.03008307618368,ESCALATE,False,0.0,0.0001804984571020518
T037243,C15508,2025-12-13 23:16:32.227496,1140.35,subscription,UPI,failed,bank_declined,26,4.3,15,5,24160.59,renewal_failed,0.0,18,1,True,1140.35,0.7028706225192116,70.28706225192116,ALTERNATIVE_PAYMENT,False,0.0,0.717727091393251
T047794,C16475,2025-12-13 23:48:32.227496,3539.34,payment,Credit Card,failed,card_expired,19,0.7,4,3,11144.3,not_applicable,0.0,20,0,True,3539.34,0.16539807156722322,16.539807156722322,ESCALATE,False,0.0,0.09923884294033393
T023092,C11649,2025-12-14 00:08:32.227496,1786.65,payment,Debit Card,abandoned,checkout_abandoned,23,1.94,18,3,49754.51,not_applicable,0.0,66,0,True,1786.65,0.5846941875728017,58.46941875728017,ESCALATE,False,0.0,0.350816512543681
T036899,C16225,2025-12-14 02:10:32.227496,2034.65,payment,Debit Card,failed,card_expired,37,2.99,9,1,31579.98,not_applicable,0.0,1,0,True,2034.65,0.3937191160287978,39.37191160287978,ALTERNATIVE_PAYMENT,False,0.0,0.47403316022735786
T035664,C16736,2025-12-14 03:36:32.227496,4274.05,checkout,UPI,failed,limit_exceeded,53,2.54,11,1,33231.61,not_applicable,4468.92,20,3,True,4274.05,0.48073917221520895,48.073917221520894,ESCALATE,False,0.0,0.13844350332912536
T019546,C18484,2025-12-14 03:49:32.227496,2867.47,checkout,UPI,failed,network_error,59,4.91,19,1,75178.11,not_applicable,3979.5,56,0,True,2867.47,0.8653088720227697,86.53088720227697,RETRY,True,2867.47,0.8787779848204927
T006810,C12109,2025-12-14 04:11:32.227496,2107.74,subscription,Credit Card,failed,limit_exceeded,53,3.47,10,2,27432.0,renewal_failed,0.0,37,1,True,2107.74,0.43460221078636474,43.46022107863647,ALTERNATIVE_PAYMENT,False,0.0,0.46287210024704645
T000403,C19766,2025-12-14 06:13:32.227496,4743.08,payment,UPI,failed,network_error,28,3.54,17,1,44091.15,not_applicable,0.0,17,0,True,4743.08,0.8567230757997997,85.67230757997997,RETRY,False,0.0,0.8710507682198197
T016839,C15345,2025-12-14 06:43:32.227496,1470.78,payment,Wallet,failed,authentication_failed,31,4.37,13,1,18283.81,not_applicable,0.0,52,0,False,1470.78,0.648436729861723,64.8436729861723,DO_NOT_CONTACT,False,0.0,0.0
T042556,C17438,2025-12-14 08:23:32.227496,1280.14,payment,Debit Card,failed,bank_declined,27,0.97,3,1,8894.22,not_applicable,0.0,67,0,True,1280.14,0.24817260316368825,24.817260316368824,ESCALATE,False,0.0,0.14890356189821294
T025387,C12698,2025-12-14 08:45:32.227496,7120.53,subscription,UPI,failed,bank_declined,26,1.96,9,2,9283.85,renewal_failed,0.0,14,0,True,7120.53,0.5129343699691115,51.29343699691115,RETRY,False,0.0,0.4616409329722003
T006920,C16166,2025-12-14 09:23:32.227496,1571.51,subscription,Credit Card,failed,limit_exceeded,47,2.97,7,0,9231.76,renewal_failed,0.0,16,1,True,1571.51,0.4298044590547598,42.980445905475975,ALTERNATIVE_PAYMENT,True,1571.51,0.45831423610202177
T005336,C11601,2025-12-14 13:38:32.227496,6315.4,payment,UPI,failed,authentication_failed,46,1.49,4,2,8342.78,not_applicable,0.0,16,0,True,6315.4,0.30148234405492785,30.148234405492786,ALTERNATIVE_PAYMENT,False,0.0,0.38640822685218146
T015744,C12644,2025-12-14 14:09:32.227496,423.24,checkout,UPI,failed,bank_declined,18,4.09,9,1,21732.33,not_applicable,471.5,9,0,True,423.24,0.6942287369809363,69.42287369809364,ALTERNATIVE_PAYMENT,False,0.0,0.7595173001318895
T036085,C14112,2025-12-14 15:00:32.227496,7247.52,checkout,Credit Card,failed,bank_declined,30,2.7,10,2,33507.58,not_applicable,7907.8,41,2,True,7247.52,0.5309993022882552,53.09993022882552,RETRY,False,0.0,0.3778993720594297
T002511,C19452,2025-12-14 15:37:32.227496,1576.89,checkout,Wallet,abandoned,checkout_abandoned,50,3.96,11,2,39975.51,not_applicable,2286.39,14,1,True,1576.89,0.6203626461966528,62.03626461966528,REMINDER,False,0.0,0.5773082492671548
T024578,C12455,2025-12-14 15:48:32.227496,3459.03,payment,Credit Card,failed,card_expired,40,3.69,8,0,15628.16,not_applicable,0.0,71,3,True,3459.03,0.3071843495089696,30.71843495089696,ESCALATE,False,0.0,0.034310609705381745
T023230,C10788,2025-12-14 16:43:32.227496,284.16,payment,Credit Card,failed,network_error,39,0.29,4,2,5358.02,not_applicable,0.0,22,3,True,284.16,0.4007051280692826,40.070512806928264,ESCALATE,False,0.0,0.09042307684156953
T000374,C13494,2025-12-14 16:45:32.227496,3349.19,subscription,Wallet,failed,card_expired,45,2.03,10,2,28793.6,renewal_failed,0.0,18,1,True,3349.19,0.3214469705760988,32.144697057609875,ALTERNATIVE_PAYMENT,True,3349.19,0.3553746220472938
T049697,C13400,2025-12-14 17:20:32.227496,3112.96,subscription,Net Banking,failed,limit_exceeded,42,3.35,7,2,16161.88,renewal_failed,0.0,54,3,True,3112.96,0.2902899192514691,29.028991925146908,ESCALATE,False,0.0,0.024173951550881423
T027105,C18162,2025-12-14 18:47:32.227496,606.68,subscription,Wallet,failed,network_error,30,2.25,8,0,9994.33,renewal_failed,0.0,70,1,True,606.68,0.5278139010991532,52.781390109915314,ALTERNATIVE_PAYMENT,False,0.0,0.45142320604419545
